classification_id,user_id,user_name,workflow_id,annotations,metadata,subject_ids
67,4,4,0,"[{""value"": ""3""}]","{""seen_before"": false}",67
68,5,5,0,"[{""value"": ""0""}]","{""seen_before"": false}",68
69,6,6,0,"[{""value"": ""1""}]","{""seen_before"": false}",69
70,7,7,0,"[{""value"": ""2""}]","{""seen_before"": false}",70
71,8,8,0,"[{""value"": ""3""}]","{""seen_before"": false}",71
72,9,9,0,"[{""value"": ""0""}]","{""seen_before"": false}",72
73,10,10,0,"[{""value"": ""1""}]","{""seen_before"": false}",73
74,11,11,0,"[{""value"": ""1""}]","{""seen_before"": false}",74
75,12,12,0,"[{""value"": ""3""}]","{""seen_before"": false}",75
76,13,13,0,"[{""value"": ""1""}]","{""seen_before"": false}",76
77,14,14,0,"[{""value"": ""1""}]","{""seen_before"": false}",77
78,15,15,0,"[{""value"": ""2""}]","{""seen_before"": false}",78
79,16,16,0,"[{""value"": ""3""}]","{""seen_before"": false}",79
80,17,17,0,"[{""value"": ""3""}]","{""seen_before"": false}",80
81,18,18,0,"[{""value"": ""1""}]","{""seen_before"": false}",81
82,19,19,0,"[{""value"": ""1""}]","{""seen_before"": false}",82
83,20,20,0,"[{""value"": ""3""}]","{""seen_before"": false}",83
84,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",84
85,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",85
86,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",86
87,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",87
88,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",88
89,5,5,0,"[{""value"": ""1""}]","{""seen_before"": false}",89
90,6,6,0,"[{""value"": ""2""}]","{""seen_before"": false}",90
91,7,7,0,"[{""value"": ""3""}]","{""seen_before"": false}",91
92,8,8,0,"[{""value"": ""0""}]","{""seen_before"": false}",92
93,9,9,0,"[{""value"": ""3""}]","{""seen_before"": false}",93
94,10,10,0,"[{""value"": ""2""}]","{""seen_before"": false}",94
95,11,11,0,"[{""value"": ""3""}]","{""seen_before"": false}",95
96,12,12,0,"[{""value"": ""0""}]","{""seen_before"": false}",96
97,13,13,0,"[{""value"": ""1""}]","{""seen_before"": false}",97
98,14,14,0,"[{""value"": ""3""}]","{""seen_before"": false}",98
99,15,15,0,"[{""value"": ""3""}]","{""seen_before"": false}",99
100,16,16,0,"[{""value"": ""0""}]","{""seen_before"": false}",0
101,17,17,0,"[{""value"": ""1""}]","{""seen_before"": false}",1
102,18,18,0,"[{""value"": ""2""}]","{""seen_before"": false}",2
103,19,19,0,"[{""value"": ""0""}]","{""seen_before"": false}",3
104,20,20,0,"[{""value"": ""0""}]","{""seen_before"": false}",4
105,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",5
106,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",6
107,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",7
108,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",8
109,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",9
110,5,5,0,"[{""value"": ""2""}]","{""seen_before"": false}",10
111,6,6,0,"[{""value"": ""3""}]","{""seen_before"": false}",11
112,7,7,0,"[{""value"": ""0""}]","{""seen_before"": false}",12
113,8,8,0,"[{""value"": ""2""}]","{""seen_before"": false}",13
114,9,9,0,"[{""value"": ""2""}]","{""seen_before"": false}",14
115,10,10,0,"[{""value"": ""3""}]","{""seen_before"": false}",15
116,11,11,0,"[{""value"": ""0""}]","{""seen_before"": false}",16
117,12,12,0,"[{""value"": ""1""}]","{""seen_before"": false}",17
118,13,13,0,"[{""value"": ""2""}]","{""seen_before"": false}",18
119,14,14,0,"[{""value"": ""0""}]","{""seen_before"": false}",19
120,15,15,0,"[{""value"": ""0""}]","{""seen_before"": false}",20
121,16,16,0,"[{""value"": ""1""}]","{""seen_before"": false}",21
122,17,17,0,"[{""value"": ""2""}]","{""seen_before"": false}",22
123,18,18,0,"[{""value"": ""3""}]","{""seen_before"": false}",23
124,19,19,0,"[{""value"": ""0""}]","{""seen_before"": false}",24
125,20,20,0,"[{""value"": ""1""}]","{""seen_before"": false}",25
126,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",26
127,1,1,0,"[{""value"": ""3""}]","{""seen_before"": false}",27
128,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",28
129,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",29
130,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",30
131,5,5,0,"[{""value"": ""3""}]","{""seen_before"": false}",31
132,6,6,0,"[{""value"": ""1""}]","{""seen_before"": false}",32
133,7,7,0,"[{""value"": ""0""}]","{""seen_before"": false}",33
134,8,8,0,"[{""value"": ""0""}]","{""seen_before"": false}",34
135,9,9,0,"[{""value"": ""3""}]","{""seen_before"": false}",35
136,10,10,0,"[{""value"": ""0""}]","{""seen_before"": false}",36
137,11,11,0,"[{""value"": ""1""}]","{""seen_before"": false}",37
138,12,12,0,"[{""value"": ""2""}]","{""seen_before"": false}",38
139,13,13,0,"[{""value"": ""3""}]","{""seen_before"": false}",39
140,14,14,0,"[{""value"": ""0""}]","{""seen_before"": false}",40
141,15,15,0,"[{""value"": ""1""}]","{""seen_before"": false}",41
142,16,16,0,"[{""value"": ""2""}]","{""seen_before"": false}",42
143,17,17,0,"[{""value"": ""3""}]","{""seen_before"": false}",43
144,18,18,0,"[{""value"": ""0""}]","{""seen_before"": false}",44
145,19,19,0,"[{""value"": ""1""}]","{""seen_before"": false}",45
146,20,20,0,"[{""value"": ""2""}]","{""seen_before"": false}",46
147,0,0,0,"[{""value"": ""3""}]","{""seen_before"": false}",47
148,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",48
149,2,2,0,"[{""value"": ""3""}]","{""seen_before"": false}",49
150,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",50
151,4,4,0,"[{""value"": ""3""}]","{""seen_before"": false}",51
152,5,5,0,"[{""value"": ""3""}]","{""seen_before"": false}",52
153,6,6,0,"[{""value"": ""1""}]","{""seen_before"": false}",53
154,7,7,0,"[{""value"": ""2""}]","{""seen_before"": false}",54
155,8,8,0,"[{""value"": ""0""}]","{""seen_before"": false}",55
156,9,9,0,"[{""value"": ""3""}]","{""seen_before"": false}",56
157,10,10,0,"[{""value"": ""0""}]","{""seen_before"": false}",57
158,11,11,0,"[{""value"": ""0""}]","{""seen_before"": false}",58
159,12,12,0,"[{""value"": ""0""}]","{""seen_before"": false}",59
160,13,13,0,"[{""value"": ""3""}]","{""seen_before"": false}",60
161,14,14,0,"[{""value"": ""0""}]","{""seen_before"": false}",61
162,15,15,0,"[{""value"": ""2""}]","{""seen_before"": false}",62
163,16,16,0,"[{""value"": ""3""}]","{""seen_before"": false}",63
164,17,17,0,"[{""value"": ""0""}]","{""seen_before"": false}",64
165,18,18,0,"[{""value"": ""2""}]","{""seen_before"": false}",65
166,19,19,0,"[{""value"": ""2""}]","{""seen_before"": false}",66
167,20,20,0,"[{""value"": ""1""}]","{""seen_before"": false}",67
168,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",68
169,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",69
170,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",70
171,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",71
172,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",72
173,5,5,0,"[{""value"": ""1""}]","{""seen_before"": false}",73
174,6,6,0,"[{""value"": ""2""}]","{""seen_before"": false}",74
175,7,7,0,"[{""value"": ""3""}]","{""seen_before"": false}",75
176,8,8,0,"[{""value"": ""0""}]","{""seen_before"": false}",76
177,9,9,0,"[{""value"": ""1""}]","{""seen_before"": false}",77
178,10,10,0,"[{""value"": ""3""}]","{""seen_before"": false}",78
179,11,11,0,"[{""value"": ""3""}]","{""seen_before"": false}",79
180,12,12,0,"[{""value"": ""0""}]","{""seen_before"": false}",80
181,13,13,0,"[{""value"": ""1""}]","{""seen_before"": false}",81
182,14,14,0,"[{""value"": ""2""}]","{""seen_before"": false}",82
183,15,15,0,"[{""value"": ""1""}]","{""seen_before"": false}",83
184,16,16,0,"[{""value"": ""0""}]","{""seen_before"": false}",84
185,17,17,0,"[{""value"": ""1""}]","{""seen_before"": false}",85
186,18,18,0,"[{""value"": ""2""}]","{""seen_before"": false}",86
187,19,19,0,"[{""value"": ""3""}]","{""seen_before"": false}",87
188,20,20,0,"[{""value"": ""1""}]","{""seen_before"": false}",88
189,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",89
190,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",90
191,2,2,0,"[{""value"": ""3""}]","{""seen_before"": false}",91
192,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",92
193,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",93
194,5,5,0,"[{""value"": ""1""}]","{""seen_before"": false}",94
195,6,6,0,"[{""value"": ""3""}]","{""seen_before"": false}",95
196,7,7,0,"[{""value"": ""0""}]","{""seen_before"": false}",96
197,8,8,0,"[{""value"": ""3""}]","{""seen_before"": false}",97
198,9,9,0,"[{""value"": ""2""}]","{""seen_before"": false}",98
199,10,10,0,"[{""value"": ""3""}]","{""seen_before"": false}",99
200,11,11,0,"[{""value"": ""0""}]","{""seen_before"": false}",0
201,12,12,0,"[{""value"": ""0""}]","{""seen_before"": false}",1
202,13,13,0,"[{""value"": ""0""}]","{""seen_before"": false}",2
203,14,14,0,"[{""value"": ""1""}]","{""seen_before"": false}",3
204,15,15,0,"[{""value"": ""0""}]","{""seen_before"": false}",4
205,16,16,0,"[{""value"": ""1""}]","{""seen_before"": false}",5
206,17,17,0,"[{""value"": ""2""}]","{""seen_before"": false}",6
207,18,18,0,"[{""value"": ""0""}]","{""seen_before"": false}",7
208,19,19,0,"[{""value"": ""0""}]","{""seen_before"": false}",8
209,20,20,0,"[{""value"": ""0""}]","{""seen_before"": false}",9
210,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",10
211,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",11
212,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",12
213,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",13
214,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",14
215,5,5,0,"[{""value"": ""3""}]","{""seen_before"": false}",15
216,6,6,0,"[{""value"": ""2""}]","{""seen_before"": false}",16
217,7,7,0,"[{""value"": ""2""}]","{""seen_before"": false}",17
218,8,8,0,"[{""value"": ""2""}]","{""seen_before"": false}",18
219,9,9,0,"[{""value"": ""3""}]","{""seen_before"": false}",19
220,10,10,0,"[{""value"": ""0""}]","{""seen_before"": false}",20
221,11,11,0,"[{""value"": ""1""}]","{""seen_before"": false}",21
222,12,12,0,"[{""value"": ""2""}]","{""seen_before"": false}",22
223,13,13,0,"[{""value"": ""2""}]","{""seen_before"": false}",23
224,14,14,0,"[{""value"": ""0""}]","{""seen_before"": false}",24
225,15,15,0,"[{""value"": ""1""}]","{""seen_before"": false}",25
226,16,16,0,"[{""value"": ""2""}]","{""seen_before"": false}",26
227,17,17,0,"[{""value"": ""3""}]","{""seen_before"": false}",27
228,18,18,0,"[{""value"": ""2""}]","{""seen_before"": false}",28
229,19,19,0,"[{""value"": ""0""}]","{""seen_before"": false}",29
230,20,20,0,"[{""value"": ""2""}]","{""seen_before"": false}",30
231,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",31
232,1,1,0,"[{""value"": ""3""}]","{""seen_before"": false}",32
233,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",33
234,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",34
235,4,4,0,"[{""value"": ""3""}]","{""seen_before"": false}",35
236,5,5,0,"[{""value"": ""0""}]","{""seen_before"": false}",36
237,6,6,0,"[{""value"": ""1""}]","{""seen_before"": false}",37
238,7,7,0,"[{""value"": ""2""}]","{""seen_before"": false}",38
239,8,8,0,"[{""value"": ""3""}]","{""seen_before"": false}",39
240,9,9,0,"[{""value"": ""0""}]","{""seen_before"": false}",40
241,10,10,0,"[{""value"": ""1""}]","{""seen_before"": false}",41
242,11,11,0,"[{""value"": ""2""}]","{""seen_before"": false}",42
243,12,12,0,"[{""value"": ""0""}]","{""seen_before"": false}",43
244,13,13,0,"[{""value"": ""0""}]","{""seen_before"": false}",44
245,14,14,0,"[{""value"": ""1""}]","{""seen_before"": false}",45
246,15,15,0,"[{""value"": ""2""}]","{""seen_before"": false}",46
247,16,16,0,"[{""value"": ""2""}]","{""seen_before"": false}",47
248,17,17,0,"[{""value"": ""1""}]","{""seen_before"": false}",48
249,18,18,0,"[{""value"": ""1""}]","{""seen_before"": false}",49
250,19,19,0,"[{""value"": ""2""}]","{""seen_before"": false}",50
251,20,20,0,"[{""value"": ""3""}]","{""seen_before"": false}",51
252,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",52
253,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",53
254,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",54
255,3,3,0,"[{""value"": ""3""}]","{""seen_before"": false}",55
256,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",56
257,5,5,0,"[{""value"": ""1""}]","{""seen_before"": false}",57
258,6,6,0,"[{""value"": ""2""}]","{""seen_before"": false}",58
259,7,7,0,"[{""value"": ""3""}]","{""seen_before"": false}",59
260,8,8,0,"[{""value"": ""1""}]","{""seen_before"": false}",60
261,9,9,0,"[{""value"": ""1""}]","{""seen_before"": false}",61
262,10,10,0,"[{""value"": ""3""}]","{""seen_before"": false}",62
263,11,11,0,"[{""value"": ""3""}]","{""seen_before"": false}",63
264,12,12,0,"[{""value"": ""0""}]","{""seen_before"": false}",64
265,13,13,0,"[{""value"": ""1""}]","{""seen_before"": false}",65
266,14,14,0,"[{""value"": ""2""}]","{""seen_before"": false}",66
267,15,15,0,"[{""value"": ""3""}]","{""seen_before"": false}",67
268,16,16,0,"[{""value"": ""0""}]","{""seen_before"": false}",68
269,17,17,0,"[{""value"": ""1""}]","{""seen_before"": false}",69
270,18,18,0,"[{""value"": ""2""}]","{""seen_before"": false}",70
271,19,19,0,"[{""value"": ""3""}]","{""seen_before"": false}",71
272,20,20,0,"[{""value"": ""1""}]","{""seen_before"": false}",72
273,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",73
274,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",74
275,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",75
276,3,3,0,"[{""value"": ""3""}]","{""seen_before"": false}",76
277,4,4,0,"[{""value"": ""3""}]","{""seen_before"": false}",77
278,5,5,0,"[{""value"": ""3""}]","{""seen_before"": false}",78
279,6,6,0,"[{""value"": ""3""}]","{""seen_before"": false}",79
280,7,7,0,"[{""value"": ""0""}]","{""seen_before"": false}",80
281,8,8,0,"[{""value"": ""1""}]","{""seen_before"": false}",81
282,9,9,0,"[{""value"": ""2""}]","{""seen_before"": false}",82
283,10,10,0,"[{""value"": ""3""}]","{""seen_before"": false}",83
284,11,11,0,"[{""value"": ""0""}]","{""seen_before"": false}",84
285,12,12,0,"[{""value"": ""1""}]","{""seen_before"": false}",85
286,13,13,0,"[{""value"": ""0""}]","{""seen_before"": false}",86
287,14,14,0,"[{""value"": ""3""}]","{""seen_before"": false}",87
288,15,15,0,"[{""value"": ""1""}]","{""seen_before"": false}",88
289,16,16,0,"[{""value"": ""1""}]","{""seen_before"": false}",89
290,17,17,0,"[{""value"": ""3""}]","{""seen_before"": false}",90
291,18,18,0,"[{""value"": ""3""}]","{""seen_before"": false}",91
292,19,19,0,"[{""value"": ""0""}]","{""seen_before"": false}",92
293,20,20,0,"[{""value"": ""1""}]","{""seen_before"": false}",93
294,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",94
295,1,1,0,"[{""value"": ""3""}]","{""seen_before"": false}",95
296,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",96
297,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",97
298,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",98
299,5,5,0,"[{""value"": ""2""}]","{""seen_before"": false}",99
300,6,6,0,"[{""value"": ""0""}]","{""seen_before"": false}",0
301,7,7,0,"[{""value"": ""1""}]","{""seen_before"": false}",1
302,8,8,0,"[{""value"": ""2""}]","{""seen_before"": false}",2
303,9,9,0,"[{""value"": ""3""}]","{""seen_before"": false}",3
304,10,10,0,"[{""value"": ""0""}]","{""seen_before"": false}",4
305,11,11,0,"[{""value"": ""3""}]","{""seen_before"": false}",5
306,12,12,0,"[{""value"": ""0""}]","{""seen_before"": false}",6
307,13,13,0,"[{""value"": ""3""}]","{""seen_before"": false}",7
308,14,14,0,"[{""value"": ""0""}]","{""seen_before"": false}",8
309,15,15,0,"[{""value"": ""1""}]","{""seen_before"": false}",9
310,16,16,0,"[{""value"": ""2""}]","{""seen_before"": false}",10
311,17,17,0,"[{""value"": ""3""}]","{""seen_before"": false}",11
312,18,18,0,"[{""value"": ""2""}]","{""seen_before"": false}",12
313,19,19,0,"[{""value"": ""0""}]","{""seen_before"": false}",13
314,20,20,0,"[{""value"": ""2""}]","{""seen_before"": false}",14
315,0,0,0,"[{""value"": ""3""}]","{""seen_before"": false}",15
316,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",16
317,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",17
318,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",18
319,4,4,0,"[{""value"": ""3""}]","{""seen_before"": false}",19
320,5,5,0,"[{""value"": ""1""}]","{""seen_before"": false}",20
321,6,6,0,"[{""value"": ""1""}]","{""seen_before"": false}",21
322,7,7,0,"[{""value"": ""1""}]","{""seen_before"": false}",22
323,8,8,0,"[{""value"": ""3""}]","{""seen_before"": false}",23
324,9,9,0,"[{""value"": ""3""}]","{""seen_before"": false}",24
325,10,10,0,"[{""value"": ""1""}]","{""seen_before"": false}",25
326,11,11,0,"[{""value"": ""3""}]","{""seen_before"": false}",26
327,12,12,0,"[{""value"": ""3""}]","{""seen_before"": false}",27
328,13,13,0,"[{""value"": ""0""}]","{""seen_before"": false}",28
329,14,14,0,"[{""value"": ""1""}]","{""seen_before"": false}",29
330,15,15,0,"[{""value"": ""1""}]","{""seen_before"": false}",30
331,16,16,0,"[{""value"": ""3""}]","{""seen_before"": false}",31
332,17,17,0,"[{""value"": ""0""}]","{""seen_before"": false}",32
333,18,18,0,"[{""value"": ""1""}]","{""seen_before"": false}",33
334,19,19,0,"[{""value"": ""2""}]","{""seen_before"": false}",34
335,20,20,0,"[{""value"": ""1""}]","{""seen_before"": false}",35
336,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",36
337,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",37
338,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",38
339,3,3,0,"[{""value"": ""3""}]","{""seen_before"": false}",39
340,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",40
341,5,5,0,"[{""value"": ""1""}]","{""seen_before"": false}",41
342,6,6,0,"[{""value"": ""2""}]","{""seen_before"": false}",42
343,7,7,0,"[{""value"": ""3""}]","{""seen_before"": false}",43
344,8,8,0,"[{""value"": ""0""}]","{""seen_before"": false}",44
345,9,9,0,"[{""value"": ""1""}]","{""seen_before"": false}",45
346,10,10,0,"[{""value"": ""2""}]","{""seen_before"": false}",46
347,11,11,0,"[{""value"": ""3""}]","{""seen_before"": false}",47
348,12,12,0,"[{""value"": ""0""}]","{""seen_before"": false}",48
349,13,13,0,"[{""value"": ""1""}]","{""seen_before"": false}",49
350,14,14,0,"[{""value"": ""1""}]","{""seen_before"": false}",50
351,15,15,0,"[{""value"": ""2""}]","{""seen_before"": false}",51
352,16,16,0,"[{""value"": ""0""}]","{""seen_before"": false}",52
353,17,17,0,"[{""value"": ""1""}]","{""seen_before"": false}",53
354,18,18,0,"[{""value"": ""2""}]","{""seen_before"": false}",54
355,19,19,0,"[{""value"": ""3""}]","{""seen_before"": false}",55
356,20,20,0,"[{""value"": ""0""}]","{""seen_before"": false}",56
357,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",57
358,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",58
359,2,2,0,"[{""value"": ""3""}]","{""seen_before"": false}",59
360,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",60
361,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",61
362,5,5,0,"[{""value"": ""2""}]","{""seen_before"": false}",62
363,6,6,0,"[{""value"": ""1""}]","{""seen_before"": false}",63
364,7,7,0,"[{""value"": ""0""}]","{""seen_before"": false}",64
365,8,8,0,"[{""value"": ""1""}]","{""seen_before"": false}",65
366,9,9,0,"[{""value"": ""1""}]","{""seen_before"": false}",66
367,10,10,0,"[{""value"": ""1""}]","{""seen_before"": false}",67
368,11,11,0,"[{""value"": ""0""}]","{""seen_before"": false}",68
369,12,12,0,"[{""value"": ""1""}]","{""seen_before"": false}",69
370,13,13,0,"[{""value"": ""2""}]","{""seen_before"": false}",70
371,14,14,0,"[{""value"": ""3""}]","{""seen_before"": false}",71
372,15,15,0,"[{""value"": ""0""}]","{""seen_before"": false}",72
373,16,16,0,"[{""value"": ""1""}]","{""seen_before"": false}",73
374,17,17,0,"[{""value"": ""2""}]","{""seen_before"": false}",74
375,18,18,0,"[{""value"": ""3""}]","{""seen_before"": false}",75
376,19,19,0,"[{""value"": ""0""}]","{""seen_before"": false}",76
377,20,20,0,"[{""value"": ""1""}]","{""seen_before"": false}",77
378,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",78
379,1,1,0,"[{""value"": ""3""}]","{""seen_before"": false}",79
380,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",80
381,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",81
382,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",82
383,5,5,0,"[{""value"": ""3""}]","{""seen_before"": false}",83
384,6,6,0,"[{""value"": ""0""}]","{""seen_before"": false}",84
385,7,7,0,"[{""value"": ""1""}]","{""seen_before"": false}",85
386,8,8,0,"[{""value"": ""3""}]","{""seen_before"": false}",86
387,9,9,0,"[{""value"": ""3""}]","{""seen_before"": false}",87
388,10,10,0,"[{""value"": ""0""}]","{""seen_before"": false}",88
389,11,11,0,"[{""value"": ""3""}]","{""seen_before"": false}",89
390,12,12,0,"[{""value"": ""2""}]","{""seen_before"": false}",90
391,13,13,0,"[{""value"": ""1""}]","{""seen_before"": false}",91
392,14,14,0,"[{""value"": ""0""}]","{""seen_before"": false}",92
393,15,15,0,"[{""value"": ""1""}]","{""seen_before"": false}",93
394,16,16,0,"[{""value"": ""1""}]","{""seen_before"": false}",94
395,17,17,0,"[{""value"": ""2""}]","{""seen_before"": false}",95
396,18,18,0,"[{""value"": ""0""}]","{""seen_before"": false}",96
397,19,19,0,"[{""value"": ""2""}]","{""seen_before"": false}",97
