classification_id,user_id,user_name,workflow_id,annotations,metadata,subject_ids
42,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",42
43,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",43
44,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",44
45,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",45
46,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",46
47,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",47
48,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",48
49,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",49
50,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",50
51,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",51
52,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",52
53,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",53
54,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",54
55,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",55
56,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",56
57,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",57
58,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",58
59,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",59
60,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",60
61,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",61
62,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",62
63,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",63
64,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",64
65,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",65
66,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",66
67,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",67
68,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",68
69,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",69
70,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",70
71,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",71
72,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",72
73,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",73
74,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",74
75,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",75
76,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",76
77,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",77
78,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",78
79,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",79
80,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",80
81,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",81
82,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",82
83,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",83
84,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",84
85,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",85
86,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",86
87,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",87
88,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",88
89,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",89
90,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",90
91,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",91
92,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",92
93,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",93
94,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",94
95,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",95
96,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",96
97,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",97
98,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",98
99,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",99
100,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",0
101,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",1
102,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",2
103,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",3
104,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",4
105,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",5
106,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",6
107,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",7
108,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",8
109,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",9
110,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",10
111,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",11
112,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",12
113,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",13
114,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",14
115,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",15
116,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",16
117,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",17
118,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",18
119,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",19
120,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",20
121,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",21
122,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",22
123,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",23
124,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",24
125,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",25
126,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",26
127,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",27
128,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",28
129,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",29
130,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",30
131,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",31
132,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",32
133,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",33
134,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",34
135,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",35
136,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",36
137,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",37
138,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",38
139,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",39
140,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",40
141,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",41
142,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",42
143,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",43
144,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",44
145,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",45
146,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",46
147,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",47
148,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",48
149,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",49
150,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",50
151,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",51
152,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",52
153,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",53
154,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",54
155,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",55
156,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",56
157,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",57
158,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",58
159,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",59
160,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",60
161,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",61
162,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",62
163,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",63
164,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",64
165,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",65
166,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",66
167,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",67
168,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",68
169,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",69
170,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",70
171,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",71
172,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",72
173,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",73
174,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",74
175,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",75
176,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",76
177,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",77
178,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",78
179,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",79
180,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",80
181,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",81
182,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",82
183,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",83
184,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",84
185,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",85
186,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",86
187,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",87
188,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",88
189,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",89
190,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",90
191,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",91
192,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",92
193,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",93
194,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",94
195,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",95
196,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",96
197,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",97
198,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",98
199,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",99
200,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",0
201,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",1
202,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",2
203,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",3
204,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",4
205,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",5
206,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",6
207,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",7
208,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",8
209,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",9
210,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",10
211,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",11
212,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",12
213,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",13
214,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",14
215,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",15
216,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",16
217,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",17
218,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",18
219,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",19
220,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",20
221,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",21
222,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",22
223,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",23
224,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",24
225,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",25
226,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",26
227,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",27
228,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",28
229,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",29
230,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",30
231,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",31
232,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",32
233,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",33
234,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",34
235,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",35
236,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",36
237,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",37
238,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",38
239,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",39
240,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",40
241,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",41
242,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",42
243,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",43
244,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",44
245,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",45
246,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",46
247,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",47
248,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",48
249,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",49
250,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",50
251,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",51
252,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",52
253,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",53
254,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",54
255,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",55
256,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",56
257,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",57
258,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",58
259,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",59
260,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",60
261,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",61
262,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",62
263,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",63
264,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",64
265,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",65
266,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",66
267,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",67
268,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",68
269,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",69
270,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",70
271,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",71
272,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",72
273,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",73
274,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",74
275,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",75
276,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",76
277,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",77
278,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",78
279,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",79
280,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",80
281,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",81
282,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",82
283,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",83
284,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",84
285,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",85
286,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",86
287,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",87
288,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",88
289,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",89
290,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",90
291,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",91
292,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",92
293,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",93
294,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",94
295,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",95
296,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",96
297,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",97
298,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",98
299,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",99
300,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",0
301,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",1
302,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",2
303,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",3
304,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",4
305,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",5
306,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",6
307,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",7
308,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",8
309,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",9
310,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",10
311,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",11
312,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",12
313,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",13
314,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",14
315,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",15
316,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",16
317,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",17
318,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",18
319,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",19
320,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",20
321,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",21
322,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",22
323,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",23
324,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",24
325,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",25
326,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",26
327,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",27
328,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",28
329,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",29
330,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",30
331,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",31
332,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",32
333,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",33
334,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",34
335,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",35
336,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",36
337,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",37
338,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",38
339,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",39
340,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",40
341,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",41
342,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",42
343,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",43
344,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",44
345,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",45
346,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",46
347,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",47
348,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",48
349,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",49
350,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",50
351,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",51
352,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",52
353,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",53
354,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",54
355,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",55
356,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",56
357,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",57
358,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",58
359,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",59
360,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",60
361,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",61
362,2,2,0,"[{""value"": ""0""}]","{""seen_before"": false}",62
363,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",63
364,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",64
365,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",65
366,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",66
367,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",67
368,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",68
369,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",69
370,0,0,0,"[{""value"": ""0""}]","{""seen_before"": false}",70
371,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",71
372,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",72
373,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",73
374,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",74
375,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",75
376,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",76
377,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",77
378,3,3,0,"[{""value"": ""1""}]","{""seen_before"": false}",78
379,4,4,0,"[{""value"": ""2""}]","{""seen_before"": false}",79
380,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",80
381,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",81
382,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",82
383,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",83
384,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",84
385,0,0,0,"[{""value"": ""1""}]","{""seen_before"": false}",85
386,1,1,0,"[{""value"": ""2""}]","{""seen_before"": false}",86
387,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",87
388,3,3,0,"[{""value"": ""0""}]","{""seen_before"": false}",88
389,4,4,0,"[{""value"": ""0""}]","{""seen_before"": false}",89
390,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",90
391,1,1,0,"[{""value"": ""0""}]","{""seen_before"": false}",91
392,2,2,0,"[{""value"": ""2""}]","{""seen_before"": false}",92
393,3,3,0,"[{""value"": ""2""}]","{""seen_before"": false}",93
394,4,4,0,"[{""value"": ""1""}]","{""seen_before"": false}",94
395,0,0,0,"[{""value"": ""2""}]","{""seen_before"": false}",95
396,1,1,0,"[{""value"": ""1""}]","{""seen_before"": false}",96
397,2,2,0,"[{""value"": ""1""}]","{""seen_before"": false}",97
